ID	type	label	popup	size	URL	description	short_name	Nsequences	Nfamilies	cdd_code
scop_53685	scop	c.79	c.79 Tryptophan synthase beta subunit-like PLP-dependent enzymes	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53685	Tryptophan synthase beta subunit-like PLP-dependent enzymes			1	
scop_54848	scop	d.56	d.56 GroEL-intermediate domain like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54848	GroEL-intermediate domain like			2	
scop_55873	scop	d.122	d.122 ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	57.1706	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55873	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase			4	
scop_51268	scop	b.85	b.85 beta-clip	67.2148	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51268	beta-clip			9	
scop_50614	scop	b.49	b.49 Domain of alpha and beta subunits of F1 ATP synthase-like	57.1706	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50614	Domain of alpha and beta subunits of F1 ATP synthase-like			4	
scop_100938	scop	b.131	b.131 SPOC domain-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=100938	SPOC domain-like			3	
scop_54861	scop	d.58	d.58 Ferredoxin-like	100.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54861	Ferredoxin-like			127	
scop_53773	scop	c.88	c.88 Glutaminase/Asparaginase	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53773	Glutaminase/Asparaginase			1	
scop_47698	scop	a.52	a.52 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47698	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin			3	
scop_52820	scop	c.46	c.46 Rhodanese/Cell cycle control phosphatase	57.1706	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52820	Rhodanese/Cell cycle control phosphatase			4	
scop_48725	scop	b.1	b.1 Immunoglobulin-like beta-sandwich	90.5043	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48725	Immunoglobulin-like beta-sandwich			59	
scop_53334	scop	c.66	c.66 S-adenosyl-L-methionine-dependent methyltransferases	90.0771	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53334	S-adenosyl-L-methionine-dependent methyltransferases			57	
scop_57943	scop	h.1	h.1 Parallel coiled-coil	84.7248	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=57943	Parallel coiled-coil			37	
scop_53849	scop	c.94	c.94 Periplasmic binding protein-like II	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53849	Periplasmic binding protein-like II			3	
scop_46688	scop	a.4	a.4 DNA/RNA-binding 3-helical bundle	99.4006	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=46688	DNA/RNA-binding 3-helical bundle			121	
scop_49763	scop	b.15	b.15 HSP20-like chaperones	57.1706	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49763	HSP20-like chaperones			4	
scop_52334	scop	c.24	c.24 Methylglyoxal synthase-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52334	Methylglyoxal synthase-like			3	
scop_50799	scop	b.58	b.58 PK beta-barrel domain-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50799	PK beta-barrel domain-like			2	
scop_47728	scop	a.55	a.55 IHF-like DNA-binding proteins	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47728	IHF-like DNA-binding proteins			2	
scop_56435	scop	d.169	d.169 C-type lectin-like	65.7559	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56435	C-type lectin-like			8	
scop_52342	scop	c.25	c.25 Ferredoxin reductase-like, C-terminal NADP-linked domain	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52342	Ferredoxin reductase-like, C-terminal NADP-linked domain			5	
scop_49784	scop	b.18	b.18 Galactose-binding domain-like	82.9265	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49784	Galactose-binding domain-like			32	
scop_51988	scop	c.6	c.6 7-stranded beta/alpha barrel	69.7003	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51988	7-stranded beta/alpha barrel			11	
scop_55930	scop	d.128	d.128 Glutamine synthetase/guanido kinase	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55930	Glutamine synthetase/guanido kinase			5	
scop_53696	scop	c.80	c.80 SIS domain	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53696	SIS domain			3	
scop_54402	scop	d.17	d.17 Cystatin-like	87.1492	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54402	Cystatin-like			45	
scop_50198	scop	b.40	b.40 OB-fold	84.3854	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50198	OB-fold			36	
scop_53382	scop	c.67	c.67 PLP-dependent transferase-like	69.7003	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53382	PLP-dependent transferase-like			11	
scop_47239	scop	a.25	a.25 Ferritin-like	74.3412	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47239	Ferritin-like			16	
scop_51337	scop	b.92	b.92 Composite domain of metallo-dependent hydrolases	69.7003	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51337	Composite domain of metallo-dependent hydrolases			11	
scop_53900	scop	c.95	c.95 Thiolase-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53900	Thiolase-like			2	
scop_81602	scop	a.159	a.159 Another 3-helical bundle	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=81602	Another 3-helical bundle			5	
scop_51343	scop	b.93	b.93 Epsilon subunit of F1F0-ATP synthase N-terminal domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51343	Epsilon subunit of F1F0-ATP synthase N-terminal domain			1	
scop_88722	scop	c.120	c.120 PIN domain-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=88722	PIN domain-like			2	
scop_57491	scop	g.16	g.16 Trefoil/Plexin domain-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=57491	Trefoil/Plexin domain-like			3	
scop_52373	scop	c.26	c.26 Adenine nucleotide alpha hydrolase-like	70.7780	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52373	Adenine nucleotide alpha hydrolase-like			12	
scop_51350	scop	c.1	c.1 TIM beta/alpha-barrel	97.4057	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51350	TIM beta/alpha-barrel			103	
scop_47768	scop	a.60	a.60 SAM domain-like	82.1272	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47768	SAM domain-like			30	
scop_49776	scop	b.17	b.17 PEBP-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49776	PEBP-like			2	
scop_53926	scop	c.97	c.97 Cytidine deaminase-like	62.1927	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53926	Cytidine deaminase-like			6	
scop_51229	scop	b.84	b.84 Barrel-sandwich hybrid	64.1020	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51229	Barrel-sandwich hybrid			7	
scop_81346	scop	f.22	f.22 ABC transporter involved in vitamin B12 uptake, BtuC	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=81346	ABC transporter involved in vitamin B12 uptake, BtuC			1	
scop_116914	scop	a.229	a.229 Hypothetical protein YqbG	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=116914	Hypothetical protein YqbG			1	
scop_64181	scop	c.107	c.107 DHH phosphoesterases	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=64181	DHH phosphoesterases			2	
scop_82614	scop	d.223	d.223 Polo-box domain	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=82614	Polo-box domain			2	
scop_57015	scop	g.3	g.3 Knottins (small inhibitors, toxins, lectins)	85.3768	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=57015	Knottins (small inhibitors, toxins, lectins)			39	
scop_52767	scop	c.42	c.42 Arginase/deacetylase	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52767	Arginase/deacetylase			2	
scop_55485	scop	d.92	d.92 Zincin-like	77.1051	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55485	Zincin-like			20	
scop_57534	scop	g.18	g.18 Complement control module/SCR domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=57534	Complement control module/SCR domain			1	
scop_53954	scop	d.2	d.2 Lysozyme-like	69.7003	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53954	Lysozyme-like			11	
scop_51734	scop	c.2	c.2 NAD(P)-binding Rossmann-fold domains	70.7780	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51734	NAD(P)-binding Rossmann-fold domains			12	
scop_52934	scop	c.49	c.49 Pyruvate kinase C-terminal domain-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52934	Pyruvate kinase C-terminal domain-like			3	
scop_53447	scop	c.68	c.68 Nucleotide-diphospho-sugar transferases	76.4698	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53447	Nucleotide-diphospho-sugar transferases			19	
scop_88696	scop	b.122	b.122 PUA domain-like	71.7694	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=88696	PUA domain-like			13	
scop_109603	scop	a.211	a.211 HD-domain/PDEase-like	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=109603	HD-domain/PDEase-like			5	
scop_52948	scop	c.50	c.50 Macro domain-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52948	Macro domain-like			2	
scop_56023	scop	d.136	d.136 Phospholipase D/nuclease	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56023	Phospholipase D/nuclease			5	
scop_81625	scop	b.113	b.113 N-terminal domain of MutM-like DNA repair proteins	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=81625	N-terminal domain of MutM-like DNA repair proteins			1	
scop_47322	scop	a.27	a.27 Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47322	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases			1	
scop_56783	scop	c.108	c.108 HAD-like	79.8689	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56783	HAD-like			25	
scop_48349	scop	a.116	a.116 GTPase activation domain, GAP	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48349	GTPase activation domain, GAP			2	
scop_53473	scop	c.69	c.69 alpha/beta-Hydrolases	85.9962	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53473	alpha/beta-Hydrolases			41	
scop_49379	scop	b.2	b.2 Common fold of diphtheria toxin/transcription factors/cytochrome f	78.8362	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49379	Common fold of diphtheria toxin/transcription factors/cytochrome f			23	
scop_69348	scop	b.108	b.108 Triple-stranded beta-helix	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=69348	Triple-stranded beta-helix			5	
scop_74981	scop	b.111	b.111 Small protein B (SmpB)	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=74981	Small protein B (SmpB)			1	
scop_69863	scop	d.210	d.210 Argininosuccinate synthetase, C-terminal domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=69863	Argininosuccinate synthetase, C-terminal domain			1	
scop_56552	scop	d.181	d.181 Insert subdomain of RNA polymerase alpha subunit	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56552	Insert subdomain of RNA polymerase alpha subunit			1	
scop_56041	scop	d.139	d.139 PurM C-terminal domain-like	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56041	PurM C-terminal domain-like			1	
scop_49898	scop	b.29	b.29 Concanavalin A-like lectins/glucanases	79.8689	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49898	Concanavalin A-like lectins/glucanases			25	
scop_48167	scop	a.98	a.98 R1 subunit of ribonucleotide reductase, N-terminal domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48167	R1 subunit of ribonucleotide reductase, N-terminal domain			1	
scop_55894	scop	d.124	d.124 Ribonuclease Rh-like	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55894	Ribonuclease Rh-like			1	
scop_48365	scop	a.117	a.117 Ras GEF	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48365	Ras GEF			1	
scop_54000	scop	d.3	d.3 Cysteine proteinases	78.2856	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54000	Cysteine proteinases			22	
scop_48370	scop	a.118	a.118 alpha-alpha superhelix	90.0771	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48370	alpha-alpha superhelix			57	
scop_54636	scop	d.38	d.38 Thioesterase/thiol ester dehydrase-isomerase	65.7559	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54636	Thioesterase/thiol ester dehydrase-isomerase			8	
scop_50933	scop	b.67	b.67 5-bladed beta-propeller	64.1020	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50933	5-bladed beta-propeller			7	
scop_63736	scop	b.98	b.98 Leukotriene A4 hydrolase N-terminal domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=63736	Leukotriene A4 hydrolase N-terminal domain			1	
scop_56058	scop	d.142	d.142 ATP-grasp	71.7694	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56058	ATP-grasp			13	
scop_55549	scop	d.93	d.93 SH2-like	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55549	SH2-like			1	
scop_53632	scop	c.73	c.73 Carbamate kinase-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53632	Carbamate kinase-like			3	
scop_47363	scop	a.29	a.29 Bromodomain-like	75.0921	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47363	Bromodomain-like			17	
scop_52489	scop	c.32	c.32 Tubulin nucleotide-binding domain-like	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52489	Tubulin nucleotide-binding domain-like			1	
scop_53719	scop	c.82	c.82 ALDH-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53719	ALDH-like			2	
scop_50964	scop	b.69	b.69 7-bladed beta-propeller	76.4698	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50964	7-bladed beta-propeller			19	
scop_47894	scop	a.66	a.66 Transducin (alpha subunit), insertion domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47894	Transducin (alpha subunit), insertion domain			1	
scop_49451	scop	b.3	b.3 Prealbumin-like	68.5198	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49451	Prealbumin-like			10	
scop_53270	scop	c.61	c.61 PRTase-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53270	PRTase-like			2	
scop_51997	scop	c.7	c.7 PFL-like glycyl radical enzymes	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51997	PFL-like glycyl radical enzymes			5	
scop_56795	scop	e.22	e.22 Dehydroquinate synthase-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56795	Dehydroquinate synthase-like			2	
scop_52517	scop	c.36	c.36 Thiamin diphosphate-binding fold (THDP-binding)	65.7559	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52517	Thiamin diphosphate-binding fold (THDP-binding)			8	
scop_52008	scop	c.8	c.8 The "swivelling" beta/beta/alpha domain	72.6873	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52008	The "swivelling" beta/beta/alpha domain			14	
scop_54059	scop	d.4	d.4 His-Me finger endonucleases	62.1927	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54059	His-Me finger endonucleases			6	
scop_161069	scop	f.54	f.54 SNF-like	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=161069	SNF-like			1	
scop_56111	scop	d.144	d.144 Protein kinase-like (PK-like)	64.1020	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56111	Protein kinase-like (PK-like)			7	
scop_52787	scop	c.44	c.44 Phosphotyrosine protein phosphatases I-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52787	Phosphotyrosine protein phosphatases I-like			3	
scop_50485	scop	b.46	b.46 FMT C-terminal domain-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50485	FMT C-terminal domain-like			2	
scop_68922	scop	c.109	c.109 PEP carboxykinase N-terminal domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=68922	PEP carboxykinase N-terminal domain			1	
scop_52539	scop	c.37	c.37 P-loop containing nucleoside triphosphate hydrolases	79.3633	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52539	P-loop containing nucleoside triphosphate hydrolases			24	
scop_50493	scop	b.47	b.47 Trypsin-like serine proteases	57.1706	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50493	Trypsin-like serine proteases			4	
scop_54592	scop	d.32	d.32 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	68.5198	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54592	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase			10	
scop_51010	scop	b.71	b.71 Glycosyl hydrolase domain	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51010	Glycosyl hydrolase domain			5	
scop_55619	scop	d.96	d.96 T-fold	62.1927	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55619	T-fold			6	
scop_56644	scop	e.6	e.6 Acyl-CoA dehydrogenase NM domain-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56644	Acyl-CoA dehydrogenase NM domain-like			2	
scop_63816	scop	b.100	b.100 Sortase	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=63816	Sortase			1	
scop_49993	scop	b.30	b.30 Supersandwich	71.7694	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49993	Supersandwich			13	
scop_53066	scop	c.55	c.55 Ribonuclease H-like motif	84.0365	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53066	Ribonuclease H-like motif			35	
scop_56654	scop	e.7	e.7 Carbohydrate phosphatase	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56654	Carbohydrate phosphatase			2	
scop_53731	scop	c.83	c.83 Aconitase iron-sulfur domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53731	Aconitase iron-sulfur domain			1	
scop_53589	scop	c.70	c.70 Nucleoside hydrolase	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53589	Nucleoside hydrolase			1	
scop_54105	scop	d.7	d.7 LysM domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54105	LysM domain			1	
scop_53596	scop	c.71	c.71 Dihydrofolate reductase-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53596	Dihydrofolate reductase-like			2	
scop_56671	scop	e.8	e.8 DNA/RNA polymerases	62.1927	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56671	DNA/RNA polymerases			6	
scop_140989	scop	a.269	a.269 FtsH protease domain-like	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=140989	FtsH protease domain-like			1	
scop_54630	scop	d.37	d.37 CBS-domain pair	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54630	CBS-domain pair			1	
scop_54790	scop	d.51	d.51 Eukaryotic type KH-domain (KH-domain type I)	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54790	Eukaryotic type KH-domain (KH-domain type I)			1	
scop_53612	scop	c.72	c.72 Ribokinase-like	65.7559	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53612	Ribokinase-like			8	
scop_47472	scop	a.39	a.39 EF Hand-like	72.6873	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47472	EF Hand-like			14	
scop_55665	scop	d.101	d.101 Ribonuclease PH domain 2-like	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55665	Ribonuclease PH domain 2-like			1	
scop_57715	scop	g.39	g.39 Glucocorticoid receptor-like (DNA-binding domain)	75.8001	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=57715	Glucocorticoid receptor-like (DNA-binding domain)			18	
scop_50036	scop	b.34	b.34 SH3-like barrel	86.2947	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50036	SH3-like barrel			42	
scop_49853	scop	b.23	b.23 CUB-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49853	CUB-like			3	
scop_46457	scop	a.1	a.1 Globin-like	62.1927	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=46457	Globin-like			6	
scop_48507	scop	a.123	a.123 Nuclear receptor ligand-binding domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48507	Nuclear receptor ligand-binding domain			1	
scop_51068	scop	b.74	b.74 Carbonic anhydrase	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51068	Carbonic anhydrase			1	
scop_52095	scop	c.14	c.14 ClpP/crotonase	57.1706	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52095	ClpP/crotonase			4	
scop_55680	scop	d.104	d.104 Class II aaRS and biotin synthetases	57.1706	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55680	Class II aaRS and biotin synthetases			4	
scop_50155	scop	b.36	b.36 PDZ domain-like	62.1927	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50155	PDZ domain-like			6	
scop_50412	scop	b.43	b.43 Reductase/isomerase/elongation factor common domain	71.7694	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50412	Reductase/isomerase/elongation factor common domain			13	
scop_53648	scop	c.76	c.76 Alkaline phosphatase-like	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53648	Alkaline phosphatase-like			5	
scop_52120	scop	c.16	c.16 Lumazine synthase	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52120	Lumazine synthase			1	
scop_48536	scop	a.124	a.124 Phospholipase C/P1 nuclease	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48536	Phospholipase C/P1 nuclease			2	
scop_49561	scop	b.7	b.7 C2 domain-like	62.1927	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49561	C2 domain-like			6	
scop_56218	scop	d.151	d.151 DNase I-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56218	DNase I-like			3	
scop_55199	scop	d.68	d.68 IF3-like	68.5198	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55199	IF3-like			10	
scop_48033	scop	a.83	a.83 Guanido kinase N-terminal domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48033	Guanido kinase N-terminal domain			1	
scop_57769	scop	g.41	g.41 Rubredoxin-like	82.5333	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=57769	Rubredoxin-like			31	
scop_53162	scop	c.56	c.56 Phosphorylase/hydrolase-like	75.0921	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53162	Phosphorylase/hydrolase-like			17	
scop_57423	scop	g.12	g.12 LDL receptor-like module	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=57423	LDL receptor-like module			1	
scop_48556	scop	a.127	a.127 L-aspartase-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48556	L-aspartase-like			2	
scop_55728	scop	d.108	d.108 Acyl-CoA N-acyltransferases (Nat)	68.5198	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55728	Acyl-CoA N-acyltransferases (Nat)			10	
scop_47026	scop	a.11	a.11 Acyl-CoA binding protein-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47026	Acyl-CoA binding protein-like			2	
scop_54196	scop	d.13	d.13 HIT-like	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54196	HIT-like			5	
scop_51125	scop	b.80	b.80 Single-stranded right-handed beta-helix	75.8001	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51125	Single-stranded right-handed beta-helix			18	
scop_52150	scop	c.19	c.19 FabD/lysophospholipase-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52150	FabD/lysophospholipase-like			3	
